id,root,affix,info,pos,tense,person,possession,cases,verb_voice1,verb_voice2,verb_voice3,verb_func,impulsion,degree,copula,singular,plural,question,negative,polite,lexical_affixes,syntactical_affixes
714,kitobxon,massiz,"",NOUN,,2,,,,,,,,,1,,,,1,,ma,s siz
242,ayt/uxla,may,"",VERB,Past,,,,Active,,,,,,,,,,1,,ma,y
1607,bor/ayt/uxla,mayapti,"",VERB,Present,,,,,,,,,,,,,,1,,ma yatti,
719,aya/uxla,maydi,"",VERB,Future,3,,,,,,Finite,Message,,,,,,1,,ma,Y di
720,aya/uxla,maydigan,"",VERB,Future,3,,,,,,Participle,,,,1,,,1,,ma ydigan,
735,bor/uxla,maydigani,"",VERB,Future,,,,,,,Participle,,,,1,,,1,,ma ydigan,i
750,bil,maydiganim,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Future,,1,,,,,Participle,,,,1,,,1,,ma ydigan,im
736,bor/uxla,maydiganing,"",VERB,Future,,2,,,,,Participle,,,,1,,,1,,ma ydigan,ing
738,bor/uxla,maydiganingmi,"",VERB,Future,,2,,,,,Participle,,,,1,,1,1,,ma ydigan,ing mi
737,bor/uxla,maydiganingni,"",VERB,Future,,2,Accusative,,,,Participle,,,,1,,,1,,ma ydigan,ning ni
724,aya/uxla,maydiganlar,"",VERB,Future,3,,,,,,Participle,,,,,1,,1,,ma ydigan,
730,aya/uxla,maydiganlarga,"",VERB,Future,,,Dative,,,,Participle,,,,,1,,1,,ma ydigan lar,ga
746,bil,maydiganlari,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Future,,3,,,,,Participle,,,,,1,,1,,ma ydigan lar,i
733,bor/uxla,maydiganlaridan,"",VERB,Future,,3,Ablative,,,,Participle,,,,,1,,1,,ma ydigan,i dan
741,ko`r/ayt,maydiganlarim,"",VERB,Future,,1,,,,,Participle,,,,,1,,1,,ma ydigan lar,im
731,aya/uxla,maydiganlarimiz,"",VERB,Future,,1,,,,,Participle,,,,,1,,1,,ma ydigan lar,imiz
745,bil,maydiganlarimizdan,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Future,,2,Ablative,,,,Participle,,,,,1,,1,,ma ydigan lar,imiz dan
744,ko`r/ayt,maydiganlarimizni,"",VERB,Future,,2,Accusative,,,,Participle,,,,,1,,1,,ma ydigan lar,imiz ni
732,aya/uxla,maydiganlaring,"",VERB,Future,,2,,,,,Participle,,,,,1,,1,,ma ydigan lar,ing
739,bor/uxla,maydiganlaringiz,"",VERB,Future,,2,,,,,Participle,,,,,1,,1,,ma ydigan lar,ingiz
740,bor/uxla,maydiganlaringizmi,"",VERB,Future,,2,,,,,Participle,,,,,1,1,1,,ma ydigan lar,ingiz mi
743,ko`r/ayt,maydiganlaringni,"",VERB,Future,,2,Accusative,,,,Participle,,,,,1,,1,,ma ydigan lar,ing ni
734,bor/uxla,maydiganlarini,"",VERB,Future,,3,Accusative,,,,Participle,,,,,1,,1,,ma ydigan lar,i ni
749,bil,maydiganlarni,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,,,,,,,,,,,,,1,,1,,ma Ydigan lar,ni
748,bil,maydiganlarning,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Future,3,,Genitive,,,,Participle,,,,,1,,1,,ma ydigan lar,ning
722,aya/uxla,maydilar,"",VERB,Future,3,,,,,,Finite,,,,,1,,1,,ma,y dilar
723,aya/uxla,maydilarmi,"",VERB,Past,3,,,Reciprocal,,,Participle,,,,,1,1,1,,ma,y dilar mi
721,aya/uxla,maygina,"",VERB,,,,,,,,Adverbial,,,,,,,1,,ma y gina,
756,bil,mayin,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Future,,,,,,,,,,,1,,,1,,ma,Y in
243,ayt/uxla,maylik,"",VERB,Future,,,,,,,,,,,,,,1,,ma,ylik
260,bor/ayt,mayotgan,"xech narsa sot{mayotgan} sotuvchi bor edi",VERB,Present,,,,,,,Participle,,,,,,,1,,ma yotgan,
1843,kel/uxla,mayotgandi,"",VERB,Past,3,,,,,,,,,,1,,,1,,ma yotgan,di
1847,kel/uxla,mayotgandik,"",VERB,Past,1,,,,,,,,,,,1,,1,,ma yotgan,di k
1848,kel/uxla,mayotgandilar,"",VERB,Past,3,,,,,,,,,,,1,,1,,ma yotgan,di lar
1844,kel/uxla,mayotgandim,"",VERB,Past,1,,,,,,,,,,1,,,1,,ma yotgan,di m
1845,kel/uxla,mayotganding,"",VERB,Past,2,,,,,,,,,,1,,,1,,ma yotgan,di ng
1846,kel/uxla,mayotgandingiz,"",VERB,Past,2,,,,,,,,,,,1,,1,,ma yotgan,di ngiz
261,bor/ayt,mayotgani,"xech narsa sot{mayotgani} uchun maoshsiz qoldi",VERB,Present,,3,,,,,Participle,,,,,,,1,,ma yotgan,i
1800,kel,mayotganida,"",VERB,Present,3,,Locative,,,,,,,,,,,1,,ma yotgan,i da
1285,kel,mayotganidan,"",VERB,Present,,,,,,,,,,,,,,1,,ma (a)yotgan,i dan
1801,kel,mayotganim,"",VERB,Past,,,,,,,,,,,,,,,,ma yotgan,i m
265,bor/ayt,mayotganini,"ayt{mayotganini}",VERB,Present,,3,Accusative,,,,Participle,,,,,,,1,,ma yotgan,i ni
263,bor/ayt,mayotganligi,"ayt{mayotganligi}",VERB,Present,,3,,,,,Participle,,,,,,,1,,ma yotganliK,i
262,bor/ayt,mayotganligidan,"ayt{mayotganligidan}",VERB,Present,,3,Ablative,,,,Participle,,,,,,,1,,ma yotgan,i dan
264,bor/ayt,mayotganligini,"ayt{mayotganligini}",VERB,Present,,3,Accusative,,,,Participle,,,,,,,1,,ma yotgan,i ni
22,kitob,mi,"",NOUN,,,,,,,,,,,,1,,1,,,mi,
1286,u/shu/kitob,midi,"",NOUN,,,,,,,,,,,,,,1,,,mi,di
400,o`qituvchi,mikan,"OT ",NOUN,,,,,,,,,,,,,,1,,,,mi kan
316,o`quvchi,misan,"",NOUN,,,,,,,,,,,,,,1,,,,mi san
405,o`qituvchi,mish,"OT. gumon manosida",NOUN,,,,,,,,,,,,,,,,,,mish
317,o`quvchi,misiz,"",NOUN,,,2,,,,,,,,,,1,1,,,mi,siz
318,o`quvchi,miz,"",NOUN,,,1,,,,,,,,,,1,1,,,,miz
40,dada,mizlar,"hurmatlash manosi",NOUN,,,1,,,,,,,,,1,,,,1,lar,miz
319,o`quvchi,mizmi,"Qoida: {man}/{miz} o`zlik qo`shimchalari kelganda savolning {mi} qushimchasi orqasiga tushadi [o`quvchimanmi/ o`quvchimizmi]. Agar {san}/{siz} o`zlik qushimchalari kelganda savolning {mi} qushimchasi oldinga tushadi [o`quvchimisan]",NOUN,,,,,,,,,,,,,1,1,,,,miz mi
39,dada,mlar,"hurmatlash manosi",NOUN,,,1,,,,,,,,,1,,,,1,lar,m
1510,dada/xola/opa,mlardan,"",NOUN,,,1,Ablative,,,,,,,,1,,,,1,lar,m dan
1509,dada/xola/opa,mlarga,"",NOUN,,,1,Dative,,,,,,,,1,,,,1,lar,m ga
1513,dada/xola/opa,mlargagina,"",NOUN,,,,Dative,,,,,,,,1,,,,1,lar gina,m ga
1798,dada,mlarmi,"xurmatlash",NOUN,,,1,,,,,,,,,1,,,,1,lar mi,m
1508,dada/xola/opa,mlarni,"Xurmatlash manosida",NOUN,,,1,Accusative,,,,,,,,1,,,,1,lar,m ni
1512,dada/xola/opa,mlarniki,"",NOUN,,,,,,,,,,,,1,,,,1,lar niki,m
1511,dada/xola/opa,mlarning,"",NOUN,,,,Genitive,,,,,,,,1,,,,1,lar,m ning
516,bor/yur/uxla,moq,"FEL",VERB,,,,,,,,Infinitive,Message,,,1,,,,,moq,
65,bor/kuyla,moqchi,"",VERB,Future,3,,,,,,,Proposal,,,,,,,,moqchi,
1751,uxla/yur,moqchilar,"",VERB,Present,3,,,,,,,,,,,1,,,,moqchi lar,
1752,uxla/yur,moqchiligi,"",VERB,Present,3,,,,,,,,,,1,,,,,moqchi lik,i
1753,uxla/yur,moqchiligidan,"",VERB,Present,3,,,,,,,,,,1,,,,,moqchi lik,i dan
194,ayt/kuyla,moqchimi,"",VERB,Present,3,,,,,,,Proposal,,,,,1,,,moqchi mi,
216,ayt/kuyla,moqchimiding,"Q:{g/q} aytgay/ chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}/ q bn tugasas {q} bilan keladi.",VERB,Future,2,,,,,,,Proposal,,,,,1,,,moqchi mi,di ng
217,ayt/kuyla,moqchimidingiz,"Q:{g/q} aytgay/ chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}/ q bn tugasas {q} bilan keladi.",VERB,Future,2,,,,,,,Proposal,,,,,1,,,moqchi mi,di ngiz
197,ayt/kuyla,moqchimiz,"",VERB,Present,1,,,,,,,Proposal,,,,,1,,,moqchi,miz
196,ayt/kuyla,moqchisan,"",VERB,Present,2,,,,,,,Proposal,,,,,,,,moqchi,san
195,ayt/kuyla,moqchisiz,"",VERB,Present,2,,,,,,,Proposal,,,,,,,,moqchi,siz
68,bor/kuyla,moqda,"",VERB,Present,3,,,Active,,,Finite,Message,,1,1,,,,,,moqda
1750,uxla/yur,moqdalar,"",VERB,Present,,,,,,,,,,,,1,,,,moqda lar,
1749,uxla/yur,moqdami,"",VERB,Present,,,,,,,,,,,,,1,,,moqda mi,
41,dada,ngizlar,"hurmatlash manosi",NOUN,,,2,,,,,,,,,1,,,,1,lar,ngiz
42,dada,nglar,"hurmatlash manosi",NOUN,,,2,,,,,,,,,1,,,,1,lar,ng
23,kitob/sen,ni,"sen+ni = seni lemma qoidasida kiritiladi",NOUN,,,,Accusative,,,,,,,,1,,,,,,ni
220,u/siz/biz/kim/sen/men,niki,"biz{niki}/ sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}/ aks holda {niki} qo`shiladi.",PRN,,,,,,,,,,,,1,,,,,niki,
223,u/siz/biz/sen/men,nikichalik,"(n)ikicha degan qushimcha bo`lmaydi/ (n)iki{cha}+{lik} birga qo`shilib keladi.",PRN,,,,,,,,,,,,1,,,,,niki chalik,
647,u/siz/biz/kim/sen/men,nikidan,"shu yerda (n) qirqish uchun qoida chiqarish yoki baza kiritish kerak",PRN,,,3,Ablative,,,,,,,,1,,,,,niki,dan
1287,u/shu/kitob,nikiday,"",PRN,,,,,,,,,,,,1,,,,,niki day,
1778,siz/biz,nikidek,"olmosh",PRN,,,,,,,,,,,,1,,,,,niki dek,
222,u/siz/biz/kim/sen/men,nikidir,"biz{niki}/ sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}/ aks holda {niki} qo`shiladi.",PRN,,,,,,,,,,,,1,,,,,niki,dir
24,sen/men/kitob,ning,"sen+ning=sening",NOUN,,,,Genitive,,,,,,,,1,,,,,,ning
1781,sen/men,ning,"OLMOSH n kamayadi",PRN,,,,Genitive,,,,,,,,,,,,,,ning
1608,bor/ayt/uxla,olmadi,"uxl+a qushib yuborish kerak",VERB,Past,3,,,,,,Finite,Message,,,,,,1,,ol ma,di
1609,bor/ayt/uxla,olmagan,"uxl+a qushib yuborish kerak",VERB,Past,3,,,,,,Participle,,,,,,,1,,ol ma gan,
1616,bor/ayt/uxla,olmas,"",VERB,,,,,,,,Participle,,,,,,,1,,ol ma s,
1618,bor/ayt/uxla,olmasligi,"",VERB,,,,,,,,Participle,,,,1,,,1,,ol ma s lik,i
1619,bor/ayt/uxla,olmasligidan,"",VERB,,,,Ablative,,,,Participle,,,,1,,,1,,ol ma s lik,i dan
1620,bor/ayt/uxla,olmasligini,"",VERB,,,,Accusative,,,,Participle,,,,1,,,1,,ol ma s lik,i ni
1617,bor/ayt/uxla,olmaslik,"",VERB,,,,,,,,Infinitive,,,,1,,,1,,ol ma s lik,
1612,bor/ayt/uxla,olmay,"",VERB,,,,,,,,Adverbial,,,,,,,1,,ol ma Y,
1613,bor/ayt/uxla,olmayapti,"",VERB,Present,,,,,,,,,,,,,,1,,ol ma yatti,
1614,bor/ayt/uxla,olmayaptimi,"",VERB,Present,,,,,,,,,,,,,1,1,,ol ma yatti mi,
1610,bor/ayt/uxla,olmaydi,"",VERB,Future,3,,,,,,Finite,Message,,,,,,1,,ol ma Y,di
1611,bor/ayt/uxla,olmaydigan,"",VERB,Future,,,,,,,Participle,,,,,,,1,,ol ma Ydigan,
1615,bor/ayt/uxla,olmaydimi,"",VERB,,,,,,,,,,,,,,1,1,,ol ma mi Y,di
1623,bor/ayt/uxla,olmayotgan,"",VERB,Present,3,,,,,,Participle,,,,1,,,1,,ol ma (a)yotgan,
394,uch/besh,ov,"Sonlar uchun: uch{ov}/ besh{ov}",NUM,,,,,,,,,,,,,,,,,ov,
395,uch/besh,ovi,"Sonlar uchun: uch{ovi}/ besh{ovi}",NUM,,,,,,,,,,,,,,,,,ovi,
396,uch/besh,ovlab,"Sonlar uchun: uch{ovlab}/ besh{ovlab}",NUM,,,,,,,,,,,,,,,,,ov lab,
397,uch/besh,ovlash,"Sonlar uchun: uch{ovlash}/ besh{ovlash}",NUM,,,,,,,,,,,,,,,,,ov lash,
398,uch/besh,ovlashib,"Sonlar uchun: uch{ovlashib}/ besh{ovlashib}",NUM,,,,,,,,,,,,,,,,,ov lash ib,
399,uch/besh,ovlon,"Sonlar uchun: uch{ovlon}/ besh{ovlon}",NUM,,,,,,,,,,,,,,,,,ov lon,
674,qizil/oq,roq,"Sifat ligaviy shakl yasovchisi | Sifat darajasi",ADJ,,,,,,,,,,Comparative,,,,,,,roq,
1766,oq/kuk,roqi,"SIFAT ranglarda",ADJ,,,3,,,,,,,Comparative,,,,,,,roq,i
1773,oq/kuk,roqimiz,"SIFAT ranglarda",ADJ,,,1,,,,,,,Comparative,,,,,,,roq,
1776,oq/kuk,roqimizda,"SIFAT ranglarda",ADJ,,,1,,,,,,,Comparative,,,,,,,roq,
1777,oq/kuk,roqimizdan,"SIFAT ranglarda",ADJ,,,1,,,,,,,Comparative,,,,,,,roq,imiz dan
1775,oq/kuk,roqimizga,"SIFAT ranglarda",ADJ,,,1,,,,,,,Comparative,,,,,,,roq,
1774,oq/kuk,roqimizni,"SIFAT ranglarda",ADJ,,,1,,,,,,,Comparative,,,,,,,roq,
1772,oq/kuk,roqing,"SIFAT ranglarda",ADJ,,,2,,,,,,,Comparative,,1,,,,,roq,ing
1767,oq/kuk,roqingiz,"SIFAT ranglarda",ADJ,,,2,,,,,,,Comparative,,1,,,,,roq,
1769,oq/kuk,roqingizdan,"SIFAT ranglarda",ADJ,,,2,Ablative,,,,,,Comparative,,,,,,,roq,
1770,oq/kuk,roqingizga,"SIFAT ranglarda",ADJ,,,2,Dative,,,,,,Comparative,,,,,,,roq,
1768,oq/kuk,roqingizni,"SIFAT ranglarda",ADJ,,,2,Accusative,,,,,,Comparative,,,,,,,roq,ingiz ni
1771,oq/kuk,roqingizning,"SIFAT ranglarda",ADJ,,,2,,,,,,,Comparative,,1,,,,,roq,ingiz ning
66,bor/kuyla,sa,"",VERB,Future,3,,,Active,,,Finite,Conditional,,,1,,,,,,sa
185,ayt/kuyla,sak,"",VERB,Future,1,,,,,,Finite,Conditional,,,,1,,,,,sa k
186,ayt/kuyla,sakgina,"",VERB,Future,1,,,,,,Finite,Conditional,,,,1,,,,,sa k gina
189,ayt/kuyla,sakmi,"",VERB,Future,1,,,,,,Finite,,,,,1,1,,,,sa k mi
278,bor/ayt/chiq,salar,"{lar} hurmatlash va ko`plik manosida keladi",VERB,Future,3,,,,,,Finite,Conditional,,,,1,,,,,sa lar
187,ayt/kuyla,sam,"",VERB,Future,1,,,,,,Finite,Conditional,,,1,,,,,,sa m
285,bor/ayt/chiq,samgina,"",VERB,Future,1,,,,,,Finite,Conditional,,,1,,,,,gina,sa m
1717,bor,sami,"shart mayli fel",VERB,Future,1,,,Active,,,Finite,Conditional,,,1,,1,,,,
188,ayt/kuyla,sammi,"",VERB,Future,,,,,,,,,,,,,1,,,mi,sa m
314,o`quvchi,san,"",NOUN,,,2,,,,,,,,1,1,,,,,,san
181,ol/bor,sang,"",VERB,Future,2,,,,,,Finite,Conditional,,,1,,,,,,sa ng
284,bor/ayt/chiq,sanggina,"",VERB,Future,2,,,,,,Finite,Conditional,,,1,,,,,,sa ng gina
280,bor/ayt/chiq,sangiz,"",VERB,Future,2,,,,,,Finite,Conditional,,,,1,,,,,sa ngiz
283,bor/ayt/chiq,sangizgina,"",VERB,Future,2,,,,,,Finite,Conditional,,,,1,,,,,sa ngiz gina
191,ayt/kuyla,sangmi,"",VERB,Future,2,,,,,,Finite,,,,1,,1,,,,sa ng mi
1722,ko`r,sat,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,,2,,,,,,,Imperative,,,1,,,,,sat,
1723,ko`r,satdi,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,Message,,,1,,,,,sat,di
1724,ko`r,satdik,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,1,,,,sat,di k
1725,ko`r,satdim,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,1,,,,,sat,di m
1726,ko`r,satgan,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,,,,,,,,,sat gan,
1738,ko`r,satganda,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,,,,,,,,,sat gan,da
1737,ko`r,satgandan,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,,,,,,,,,sat gan,dan
1727,ko`r,satgandi,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,Message,,,,,,,,sat gan,di
1729,ko`r,satgandik,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,di k
1728,ko`r,satgandim,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,di m
1730,ko`r,satganding,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,2,,,,,,,,,,,,,,,sat gan,di ng
1739,ko`r,satganga,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,3,,,,,,,,,,,,,,,sat gan,ga
1731,ko`r,satganim,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im
1732,ko`r,satganimda,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im da
1736,ko`r,satganimdan,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im dan
1735,ko`r,satganimga,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im ga
1733,ko`r,satganimni,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im ni
1734,ko`r,satganimning,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,Past,1,,,,,,,,,,,,,,,sat gan,im ning
1740,ko`r,satsa,"faqat ko`rmoq feli uchun sat qushimchasi bor",VERB,,3,,,,,,,Conditional,,,1,,,,,sat,sa
1712,bor,saydi,"shart mayli fel",VERB,,,,,,,,,Message,,,,,,,,sa,Y di
1713,bor,saydik,"shart mayli fel",VERB,Future,,,,,,,,Conditional,,,,,,,,sa,Y di k
1716,bor,saydim,"shart mayli fel",VERB,Future,,,,,,,,Conditional,,,,,,,,sa,Y di m
1714,bor,sayding,"shart mayli fel",VERB,Future,,,,,,,,Conditional,,,,,,,,sa,Y di ng
1715,bor,saydingiz,"shart mayli fel",VERB,Future,,,,,,,,Conditional,,,,,,,,sa,Y di ngiz
61,bor/kuyla,sin,"buyruq/istak mayli 3-shaxs",VERB,Future,3,,,Active,,,Finite,Imperative,,,1,,,,,,sin
90,bor/kuyla,sinlar,"",VERB,Future,3,,,,,,Finite,Imperative,,,,1,,,,,sinlar
93,kel/kuyla,sinlarmi,"",VERB,Future,3,,,,,,Finite,Imperative,,,,1,1,,,,sin lar mi
91,bor/kuyla,sinmi,"",VERB,Future,3,,,,,,Finite,Imperative,,,1,,1,,,,sin
47,o`quvchi,siz,"",NOUN,,,,,,,,,,,1,1,,,,,,siz
1469,daxl,sizligi,"",NOUN,,,3,,,,,,,,,,,,,,,i
1472,daxl,sizligida,"",NOUN,,,3,Locative,,,,,,,,1,,,,,,i da
1471,daxl,sizligidan,"",NOUN,,,3,Ablative,,,,,,,,1,,,,,,i dan
1473,daxl,sizligim,"",NOUN,,,1,,,,,,,,,1,,,,,,im
1474,daxl,sizliging,"",NOUN,,,2,,,,,,,,,1,,,,,siz lig,ing
1475,daxl,sizligingiz,"",NOUN,,,2,,,,,,,,,,1,,,,siz lig,ingiz
1470,daxl,sizligini,"",NOUN,,,3,Accusative,,,,,,,,1,,,,,siz lig,i ni
389,uch/olti,ta,"Sonlar uchun: uch{ta}/ olti{ta} ",NUM,,,,,,,,,,,,1,,,,,ta,
390,uch/olti,tacha,"Sonlar uchun: uch{tacha}/ olti{tacha} ",NUM,,,,,,,,,,,,1,,,,,ta,
678,ikki/yuz,tadan,"Sonlar uchun: ikki{tadan}",NUM,,,,Ablative,,,,,,,,,,,,,ta,
679,ikki/yuz,taga,"Sonlar uchun: ikki{taga}",NUM,,,,Dative,,,,,,,,,,,,,ta,ga
680,ikki/yuz,tagacha,"Sonlar uchun",NUM,,,,,,,,,,,,,,,,,ta gacha,
1641,uch,tasi,"",NUM,,,,,,,,,,,,,,,,,ta,si
1642,uch,tasidan,"",NUM,,,,,,,,,,,,,,,,,ta,si dan
1589,ona,xon,"onaxon/xurmatlash manosida",NOUN,,,,,,,,,,,,1,,,,,xon,
1184,ket,yapman,"",VERB,Present,1,,,,,,Finite,,,,1,,,,,,yap man
1187,ket,yapmiz,"",VERB,Present,1,,,,,,Finite,,,,,1,,,,,yap miz
1185,ket,yapsan,"",VERB,Present,2,,,,,,Finite,,,,1,,,,,,yap san
1186,ket,yapsiz,"",VERB,Present,2,,,,,,Finite,,,,,1,,,,,yap siz
276,bor/ayt/chiq,yapti,"Qoida: yap dan olgin unli va undosh kelsa xam yap shaklida qushiladi (a) xech qachon orttirilmaydi",VERB,Present,3,,,,,,Finite,,,,1,,,,,,yap ti
1745,bor,yaptimi,"",VERB,Present,3,,,,,,,,,,1,,1,,,,yap ti mi
1799,bor,yaptilar,"",VERB,Present,3,,,,,,,,,,,1,,,,,yap ti lar
